R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,Number,Name,Class
4.657010304,14.26447106,27.15479851,37.42860225,46.41400982,56.70227113,65.68020715,71.42628257,74.42722663,77.33087878,81.27426229,86.41668015,91.21475967,95.6588175,99.64328101,103.2236068,106.4047311,113.2081243,6.532259805,11.66766467,24.33967201,34.47982414,45.91897287,57.73801047,68.25629821,75.37160814,78.83020446,82.07862653,88.03630577,94.31739224,99.56125587,103.9199169,108.3199817,112.3626531,115.931866,122.8628419,6.715137293,15.53830177,30.62971355,43.98629767,55.14282246,64.81758105,72.18649188,77.90214166,81.22956789,85.29945514,91.56843071,97.73504343,102.8280736,107.6061121,112.0152398,116.2221233,120.3307979,126.7178346,78,a168.tif,Authentic
19.45692399,23.82141123,30.32000863,36.17225009,40.78443114,61.57253061,82.492987,88.23498948,93.93690996,102.1578465,107.2429196,111.6879484,115.07013,118.3519717,121.5965097,124.5307223,127.3820197,130.4658521,11.52546259,14.36972002,16.2298646,20.00005395,29.75883368,65.75430221,91.9293575,98.86880293,104.1760803,113.3864973,119.1256406,123.937854,127.6572531,131.3869288,134.5679722,137.7492582,140.8364352,143.8520257,22.3200356,28.16979554,34.20666775,40.65927604,47.93121864,74.89922857,94.48505691,100.5371689,106.0267034,115.2299455,121.3595512,126.3789718,130.3520527,134.0748233,137.4673356,141.095188,144.5477424,147.7346388,79,a169.tif,Authentic
183.0650982,186.8582911,188.6200862,190.2841713,191.6301335,193.2994097,194.6333571,196.027672,197.2737472,198.3761042,199.4940344,200.6481768,201.8632729,203.2961862,204.609411,206.3621217,208.4008038,211.5293256,120.0998451,122.6712438,124.2061372,125.3398501,126.3858584,127.3689873,128.3135178,129.275338,130.2096119,131.1129066,132.0119312,133,133.9264872,134.8350986,135.7777452,137.0347888,139.433918,145.3403106,45.52300414,48.62226316,50.3803324,51.60514087,52.739398,53.80767782,54.80638004,55.7915184,56.8083895,57.83501486,58.93837652,60.20768619,61.45053795,62.94955415,64.76359526,66.96311801,70.05999079,75.67300205,80,a17.tif,Authentic
4.056562551,5.956492421,7.543642445,9.374521228,14.03422884,23.50666235,31.35332039,46.26541512,58.07034579,61.56217295,63.72792253,67.89329449,74.7312672,82.47982414,91.05006204,101.0541619,108.3715002,117.2738307,6.151184118,8.455278632,10.02273831,12.05904407,18.18457679,27.18357879,35.98049846,48.90710471,58.05073637,61.61398824,64.04725684,69.26981173,78.61215407,88.2719426,98.40686195,109.7938717,117.7090144,128.1136915,6.648163133,10.73976372,12.83255111,15.89744835,22.87441334,35.49169229,46.07592922,54.87972703,60.37751524,62.99662836,65.92140044,71.49436263,81.75834817,91.08040675,100.8252684,113.1185737,120.7833252,131.4226412,81,a170.tif,Authentic
42.62116308,60.03161245,64.77563791,67.65843988,69.5653288,71.39992987,73.26474079,75.70213627,78.35650321,81.10408912,83.7652263,86.25443707,88.43842046,90.62704321,93.23809138,96.9484005,101.1544748,106.3752225,47.23213033,65.58809408,70.71241301,73.46264228,75.41128554,77.28898959,79.94036252,83.01410692,86.23995253,89.34846523,91.71384259,93.96366726,96.42307277,99.10762259,102.231483,106.0144845,111.8499488,119.6048713,48.26927227,66.88601176,71.84290878,74.79120138,76.95088202,79.15728003,81.95827264,85.17651184,88.22031612,90.9335653,92.98751146,95.17456978,97.67100933,100.5416734,104.4271187,108.5930302,114.9089928,127.0106004,82,a171.tif,Authentic
27.23080865,62.13915412,82.02799806,92.61204618,98.26026326,101.5367913,103.5433997,105.1988725,106.6658844,108.4782327,110.4529589,112.5471759,114.7331014,117.1059503,119.9345363,123.1759184,126.3987161,130.2924961,31.081162,70.87951125,96.69253385,106.1708745,110.1988456,114.1789934,117.0697794,119.0055565,120.5778443,122.1536117,123.7381993,125.7074769,127.9279279,130.353671,133.0499272,136.1870583,139.5649242,143.6657766,41.67734801,78.60573448,101.5508173,110.7490964,115.7415439,119.6137994,122.2444031,124.35769,126.3075471,128.0655985,129.6006635,131.2723202,132.9415763,134.8169607,137.0264876,139.9577332,143.3911366,147.5405405,83,a172.tif,Authentic
5.034013055,7.360306414,8.880778983,12.1612181,16.9150348,22.39483196,27.56667746,32.59885634,53.88164212,75.51254248,81.5807574,84.17028106,86.54612397,88.68363273,90.87395479,94.53115391,101.1731672,110.6449533,8.712628796,10.70887954,12.20898743,17.19741598,24.6338674,33.63648379,42.73946701,48.01780223,57.57401413,81.69933107,87.81240222,90.55664347,92.48664832,94.66197335,96.96488105,101.3539947,108.9625074,119.7960835,10.01305497,13.56114797,15.96024168,21.14284944,31.62636888,43.25012138,57.00903598,65.63114312,70.84431138,83.10001618,88.62642283,91.16213519,93.06629983,95.16990344,97.57617198,102.0644926,110.4004154,123.0061229,84,a173.tif,Authentic
43.22546798,45.86677995,47.47467228,48.96469224,50.42013271,51.65363867,52.90408372,54.2231483,55.36386686,56.48753844,57.59807412,58.76727626,60.43774613,62.49004693,64.84557911,67.16655877,69.89291687,74.014026,37.12736689,39.85094676,41.49080218,42.61288234,43.70202838,44.85957814,46.05658952,47.17918218,48.27790365,49.34485084,50.43324162,51.51996008,52.61646976,53.84913956,55.30339321,56.73730917,58.74313535,62.06249663,33.2989966,36.45147543,38.17135998,39.39823057,40.32799266,41.20003237,42,42.9554135,43.78621136,44.68543993,45.59432486,46.52977828,47.52222582,48.61851972,49.89798781,51.47478017,53.40456924,56.87975401,85,a174.tif,Authentic
48.74782867,52.14414414,53.65665965,54.80873388,55.7171333,56.40197982,57,57.85693478,58.20402438,59,59.73455791,60.51132869,61.5109241,62.68835302,64.34196472,66.19703836,69.53460646,79.14090737,42.74240708,45.55518692,46.80174786,47.84350218,48.76875978,49.59240978,50.44737552,51.29570589,52.17249285,53.16569564,54.21330312,55.2842693,56.45166424,57.70283757,59.34145223,60.97216378,63.22838108,69.53083023,38.63354372,41.74553596,43.23094352,44.32979986,45.27418137,46.11406916,47,47.92984302,48.81766197,49.77169984,50.83511356,52.04693316,53.28979878,54.50204995,55.7944921,57.44977612,59.48570427,63.70696445,86,a175.tif,Authentic
59.75675676,63.00706695,64.94664725,66.53541566,67.88088687,69.25044506,70.38981496,71.48093003,72.54277931,73.55319092,74.51906997,75.4293575,76.31852511,77.23922425,78.2772563,79.46776717,81.06098614,83.93413174,47.43237849,50.68034202,52.5766575,54.23668878,55.38323353,56.48772725,57.57814102,58.61069752,59.68160975,60.75122728,61.83295571,63.07636079,64.33988779,65.63165561,67.3594163,69.1848735,71.1816637,74.51391811,38.15649782,41.08037978,42.84865404,44.44686303,45.70672169,46.91970114,48.13081944,49.17543292,50.22411933,51.26274478,52.28378378,53.35922749,54.49309489,55.75948104,57.47445649,59.60303717,62.2604251,66.33141824,87,a176.tif,Authentic
25.49954146,53.85795976,64.44656633,70.7459945,75.9226412,79.33295571,81.91066516,84.04202406,86.230458,89.14249879,93.25729622,97.29214544,100.519043,103.6791013,108.1083778,119.2171872,134.3593354,146.4404974,33.56206506,54.25071479,61.23582565,65.25155095,68.44260128,71.10964557,75.07215299,91.61725198,101.8205211,105.1651831,108.0628203,110.9387711,113.5518962,116.4372336,122.2005718,140.750472,162.6629174,177.0548363,10.06921293,41.59227491,52.02869936,55.66081351,58.39582996,61.38474403,65.42949237,99.59383935,119.235448,123.3400766,126.1661002,128.8479797,131.639316,134.9994875,141.2936559,162.1631602,188.0206344,204.4266872,88,a177.tif,Authentic
10.50472029,59.54474834,70.48211685,73.84487781,79.13710417,85.73542105,89.63087339,92.80911151,95.65102228,99.06505907,102.5437234,105.7169445,108.2783622,110.8875492,113.6484598,116.6907806,123.2779846,146.8923235,18.89493985,61.38630846,66.55842369,70.74923127,80.66200032,89.81277985,98.07452662,103.184415,106.7102012,109.7036468,113.1818525,116.6597885,120.5224686,126.9413605,140.8841506,146.7118466,150.7210983,172.740519,25.70634407,60.18775962,64.24650699,68.80482279,78.11881642,89.81415547,107.3292874,118.0013217,122.3891137,125.3783244,128.0892809,131.3394292,135.6193829,144.168366,159.7067756,165.6539893,169.9875924,197.9568431,89,a178.tif,Authentic
71.92477208,78.04776933,80.26495657,82.21128014,83.73280466,85.29106652,86.50369531,87.68678858,88.91972811,90.28362195,91.56950963,93.15034795,94.64109619,96.43542644,98.19415224,100.1605708,102.7984841,107.0635756,61.20402438,66.60692129,69.026056,70.63373253,71.91088094,73.10783838,74.32351513,75.64028699,77.36300372,78.88023952,80.51834169,82.03109996,83.59820899,85.45020769,87.20777364,89.46652641,92.80325835,97.90367913,51.45287803,55.33497869,57.52999407,59.30231429,60.65968064,62.09427092,63.46088903,64.97890705,66.59497222,68.34590279,69.98014781,71.79023035,73.76395857,75.8605222,78.12933592,80.68498139,84.1851702,90.11331391,90,a179.tif,Authentic
0,0,0,0,0,1.722359442,14.48323356,16.83258676,17.97722611,18.93322728,19.83828024,20.78201532,21.79524428,23.10302675,24.82601415,28.96864403,52.75899025,105.7809687,18.94419559,21.66793653,24.23163227,27.53062335,32.10658517,37.14359275,41.14660694,45.09327249,49.75162222,54.21413321,58.77439612,63.92104492,70.89462888,79.83133085,95.13028007,124.0543392,155.4285595,183.6134718,20.20885837,22.43977896,24.22941349,26.18499602,28.23443714,30.45966425,32.88056265,35.56650061,39.03763553,86.16343618,153.7116005,170.459748,180.6693599,187.7616277,193.6110018,200.1912337,208.1310755,222.9370369,91,a18.tif,Authentic
5.188919458,8.609321897,11.4283595,16.4013055,25.76905648,42.94257431,60.21246696,72.03468738,79.83009656,83.3127259,86.80582079,90.08035281,94.2382802,100.1761612,108.3785402,117.0251389,126.341695,152.6217835,6.342719965,8.848087609,11.10198522,17.05750661,24.89475104,33.50927874,47.93232454,61.48295301,66.89040837,70.8650267,74.42844042,79.77453202,87.96299293,102.0465825,115.1926148,124.0697524,141.6350542,176.3405082,3.307169445,6.473539408,8.441495388,10.86858715,15.4363705,23.3201435,32.88754923,46.1571182,52.7105249,57.4062146,61.60826995,67.4743486,78.97726169,100.6814479,124.3924314,140.714409,162.9472407,201.458947,92,a180.tif,Authentic
0.571586557,2.259966553,3.636780493,6.110238981,9.306899714,11.90359821,14.16812321,20.1799644,35.59427092,59.08342774,78.0175325,90.77817338,101.1730593,109.2493122,114.1356746,119.0753898,125.4776663,151.2074769,1.511247775,2.937233641,4.167664671,7.040001079,9.902600205,11.58650267,13.66666667,19.39798781,28.95789502,40.4813616,61.66361871,82.00463937,103.2908238,116.9380698,126.9426822,139.5985057,147.1877866,167.7269785,0.460969952,1.753816691,3.133193073,5.070103037,7.559745374,9.718832605,11.93094891,15.44260128,23.0197443,36.52257647,52.30449911,77.02279225,105.6007714,125.6982252,138.3953984,158.920807,167.2800345,188.3198468,93,a181.tif,Authentic
0.184954415,1.436181691,2.468117818,3.578410746,4.777660894,6.458946971,8.85510061,14.7618277,26.20510331,38.31143119,51.24898851,69.97038356,84.77237417,90.57506608,94.38032044,98.43575012,103.0860441,110.2437288,0.575173976,1.949937962,3.061903221,4.221260182,5.42698387,6.595295895,8.036602471,11.50472029,16.69525813,23.88525651,34.202406,51.53250256,71.48454442,76.45508982,81.69452986,86.5323677,92.29530129,103.1240492,0,0.788342234,1.649565733,2.450288612,3.548308788,4.661622701,6.129362896,8.016561472,11.026056,16.4691428,30.5031019,46.3387819,58.43065221,63.45730161,69.84102066,75.88382694,83.6882721,99.23008038,94,a182.tif,Authentic
0,2.460668983,22.69920877,31.26282078,46.87260853,153.2936744,162.9371625,166.0789551,168.3919287,170.3492695,172.1566542,173.9863943,175.8606774,177.758446,179.6526981,181.680077,183.8785113,187.2726169,24.89278687,33.10407335,45.16854356,61.65839159,94.90969984,149.6193746,154.6899987,157.8227906,160.2678026,162.5886884,164.7269226,166.5622305,168.2886089,169.9053041,171.5535228,173.3611169,175.3311843,179.488927,27.5492946,34.22752962,54.50299326,124.6532423,131.7445891,134.8531,137.162264,139.1090133,140.6977017,142.3894587,143.8531,145.4820195,147.2549504,149.1148742,151.1265542,153.5096915,162.1900197,195.713568,95,a19.tif,Authentic
43.76141834,55.30811739,66.33813371,73.77795454,83.38255118,103.3193369,147.0837694,161.9650019,167.4490309,169.6326035,170.9807008,172.1240842,173.1943735,174.3479298,175.6397203,177.8650312,182.8423829,202.4142839,43.05609746,58.10729686,67.60652238,76.61485327,82.61878846,93.8837443,132.9610667,150.1639804,157.3808766,160.1064596,161.4821032,162.5255997,163.5071378,164.5158036,165.6232679,167.2462427,171.4915226,192.6429439,34.65567045,64.43190857,70.31104785,79.88328379,85.86327291,93.46506468,118.3064847,131.3630427,135.735086,137.5443547,138.8120316,140.1257169,141.3573492,142.6697785,144.6465023,147.653033,154.0812576,179.5530623,96,a2.tif,Authentic
157.8858793,161.7792104,163.567924,164.8428015,166.0449617,167.029514,168,168.8875539,169.5845439,170.2204546,171,171.8783857,172.5939632,173.3954034,174.338343,175.4310713,176.7142797,179.080211,148.9622807,153.5121196,155.9526939,157.6773977,159.3100431,160.5162222,161.6860217,162.8255536,163.8954662,164.8474903,165.6776071,166.3075732,167,167.748315,168.2032068,169,169.8832838,171.5726127,127.228953,131.8991083,134.5340562,136.5345167,138.2089002,139.5402102,140.7386445,141.8886842,142.9964416,144.0087495,145,145.9485076,146.8596726,147.7316532,148.6296312,149.5781387,150.6907942,152.9303805,97,a20.tif,Authentic
12.30899653,15.74978022,16.92556621,17.80960355,18.59911249,19.41198141,20.16117553,21,21.60970402,22,22.69309666,23,23.74743584,24.23025076,25.22258969,26.79612341,33.92598485,100.7009671,13.24548918,19.7273831,21,21.66048478,22,22.52995353,23,23.26596056,24,24.47959141,25.10080797,26.01209863,27.15581697,28.45049609,30.18156319,32.61615104,38.48922008,103.9562105,14.27642651,20.14911877,21.23745133,22,22.58379035,23,23.39845941,24,24.05245531,25,25.05509273,26,26.55381588,27.48185205,28.71712647,30.73550467,36.79076485,98.89140537,98,a21.tif,Authentic
11.50169548,23.71913593,25.39414744,27.34847407,31.17653954,62.06430276,148.6049734,174.6728346,183.9076066,186.4103487,188.3527442,189.7741031,191.3064428,192.6119647,194.5487504,196.9059321,202.2825386,219.7567715,20.99899527,24.52405074,26.86415205,32.70758153,40.12316323,79.30305187,150.1026081,171.5850044,175.2298321,177.2215012,178.6109599,180.0490225,181.4426257,182.9499309,184.8682547,187.9798217,197.3218487,213.3912588,22.77540085,26.06350735,28.37032696,32.48130782,38.41947503,86.20718382,142.0941098,147.1277682,149.7354628,151.7728053,153.523967,155.0949889,156.5503831,158.4684556,164.5230879,179.1299452,194.0163687,205.6451626,99,a22.tif,Authentic
19.8644451,24.05446477,30.52354837,105.0945284,150.0790388,164.7074559,168.6445347,170.8611797,172.5563696,174.2420563,175.9335622,177.728346,179.4255034,180.7796291,182.4055344,184.151798,186.7728053,198.188387,42.16151045,56.19202914,63.47519571,100.8638171,144.6778164,160.9183238,164.3173274,166.4116046,167.6544145,168.7026416,169.6212166,170.3491439,171,171.937916,172.5798133,173.5713987,177.1942479,195.9934693,40.04274291,52.42855947,58.95432662,91.56821702,131.2341441,140.8823628,143.2163939,144.7659396,146.2176079,147.2595135,148.191443,149.0637585,150,150.9618202,152.2632813,154.402269,163.6076527,191.0550509,100,a23.tif,Authentic
4.967932348,14.75802738,22.76652573,24.72152217,26.53305145,28.3996316,30.30146105,32.33892912,34.36815004,36.15188178,37.87746473,40.05450664,43.25005233,47.65952192,58.91970528,117.1011847,206.2402562,222.5258509,4.259555407,14.28358521,22.96307615,24.87813455,26.63293842,28.47904718,30.38661196,32.56302591,34.72231758,36.55075983,38.37493197,40.5714824,43.6892452,48.36408925,60.51835727,115.5378239,205.2227153,220.2665467,5.280947796,15.92359861,25.75438523,27.87118516,29.59270733,31.45292418,33.35379076,35.55829531,37.89031691,40.02135053,42.01360573,44.10105915,46.86427764,51.27797547,62.86226818,114.1806422,196.2820363,214.3503998,101,a24.tif,Authentic
26.32180684,30.66006614,33.9840499,37.76091598,44.42148449,56.4666555,79.12320509,151.9537405,198.7166241,206.9015783,211.8655754,215.704986,218.3154435,219.9828777,221.2706493,222.3337799,223.5058819,225.5944237,26.26960271,30.56943107,33.84062461,37.52727425,44.13161971,55.56880311,76.35069285,149.3061498,192.4625529,201.4003433,207.7683259,211.8023611,214.3446226,215.6295475,216.6637083,217.7219827,218.9796961,221.1503328,28.92238456,33.38715619,36.82877716,40.6751371,46.54841546,56.65805668,74.89923389,142.9119186,184.5177712,192.8113618,198.5653284,202.9148491,205.4131117,206.9147235,208.3972872,209.8932892,211.787039,214.5529786,102,a25.tif,Authentic
21.32059279,41.62912881,59.18813581,95.96257378,152.8812743,185.047641,196.5593419,202.2494662,206.4502868,209.7794198,212.6901243,215.4144095,217.5227948,219.2636581,220.6480512,222.2159752,223.5081844,225.3147319,21.80022606,39.40176665,54.73156947,76.01377318,117.9338552,177.7021392,191.4342948,197.5962658,202.1581195,206.3567212,209.7958304,212.1659061,214.0541299,215.6496421,217.3293005,218.5807343,219.9108302,222.470507,21.11160882,37.2528572,50.15673797,63.40662285,104.9171097,172.2804036,186.0965797,192.0526646,196.4152049,200.1268891,203.5591744,205.914263,207.5795621,209.4079625,211.0025118,212.5160548,214.2085235,220.767991,103,a26.tif,Authentic
11.38116455,40.05609131,55.72336833,71.82067871,77.66540527,80.7506307,83.26656087,85.77929688,88.16247559,90.49829102,92.50008138,94.35972087,96.04815674,98.17382813,101.6492513,106.5132446,114.3868815,131.8448079,19.15710449,49.3560791,67.32073975,84.88079834,91.29016113,95.32879639,98.61201986,101.7558797,104.893575,108.0008138,110.5852051,112.8287964,114.8750203,116.8833822,120.0996908,125.3395386,132.7268473,150.669637,22.97782389,61.26271566,77.74173991,86.93992106,92.62150065,98.30511475,103.6653239,107.5452271,111.3037923,114.818217,117.9102376,120.7441813,123.1565755,125.3804728,127.5147705,130.3143514,137.4699504,154.8562012,104,a27.tif,Authentic
50.87194824,116.5126343,122.6477865,126.8684896,130.7686157,134.4160156,137.741272,141.0690918,144.2941081,147.3346965,150.4020589,153.4909058,156.5122681,159.5046794,162.4377441,165.2420044,168.0368856,171.8037313,66.19293213,135.8254801,141.5466715,145.4624837,149.4696655,153.3033651,156.8206787,160.3152466,163.5930583,166.5699259,169.6492106,172.7853394,175.8025513,178.5816447,181.1924845,183.8226522,186.3354289,189.9325562,72.06252035,144.3304647,150.3318075,153.7049561,156.8668213,159.9038086,162.6151733,165.1324056,167.8037516,170.1937459,172.7642822,175.1972046,177.8044027,180.1410726,182.4638062,184.6895142,186.9884033,190.4096069,105,a28.tif,Authentic
99.9985555,110.2654622,115.1684163,118.9686076,122.5092163,125.8299154,128.9713949,131.8984985,134.6849772,137.3406169,140.0581868,142.9246623,145.8786011,149.0705973,152.4199829,155.8627523,159.7963867,164.7712809,118.3046061,129.4663696,134.4243571,138.0002238,141.2300415,144.2812093,147.2070923,150.0027669,152.6907756,155.1499023,157.8073527,160.485494,163.3000488,166.2907918,169.5089315,172.8509521,176.6059977,181.5714315,127.5395915,138.4064331,143.0783895,146.4250081,149.0510457,151.4399821,153.7702637,155.9431356,158.0368652,160.114034,162.2568359,164.5673421,166.9371338,169.4524943,172.1599731,175.0269368,178.1793823,182.3626302,106,a29.tif,Authentic
39.01448487,50.70569766,57.94884247,69.18914054,103.7858249,148.1154184,156.9844267,160.387826,162.3216394,163.6418135,164.8925776,166.1274752,167.172395,168.1907314,169.2167288,170.3380918,172.897978,193.8109851,38.38003935,50.68166785,59.48867585,69.91983087,99.07690376,139.6815004,147.9498472,150.6548332,152.2834596,153.4733537,154.578976,155.5563277,156.4224055,157.1803073,158,159.0990497,162.6846402,193.960355,37.7325742,49.97597019,63.69393394,71.28839955,90.85963076,118.2232176,124.351865,126.3465065,127.510152,128.5295768,129.4172562,130.2560388,131.1293591,132.1159208,133.2904927,134.8135806,140.9060996,182.7623812,107,a3.tif,Authentic
11.50472005,25.33168538,36.16536458,46.87369792,55.68550618,61.97530111,67.26894124,75.76100667,83.25002035,89.28660075,93.45286051,97.13525391,101.2905884,109.5073446,119.656311,130.3700155,136.1256307,146.9720052,20.92891439,32.42775472,46.26194255,56.12394206,64.99829102,71.76527913,77.65856934,86.77201335,94.49853516,101.4031779,106.7316691,114.2999064,119.0152588,125.7675781,136.5306396,147.3250732,153.3972371,164.7444458,19.4286499,29.78739421,45.6848348,58.36665853,66.56101481,73.47910563,79.87947591,88.19657389,94.19313558,99.83970133,106.0204671,114.042806,126.0112305,130.0748901,137.142395,147.5758667,153.7701009,167.373759,108,a30.tif,Authentic
16.42834473,26.98370361,28.73754883,30.20074463,31.30216471,32.48864746,36.99798584,92.10909017,135.2200114,148.7834676,154.0146688,158.4959717,161.8124797,167.18573,170.8765462,173.8052165,176.0692139,179.6124471,24.2318929,34.52056885,36.48413086,37.73451742,38.83854167,40.13557943,46.4685262,109.0064087,151.7812907,164.6172078,171.120931,176.1327311,179.2741699,183.8464559,187.6514486,190.8177287,193.137736,196.2963867,23.00101725,31.95686849,34.12697347,35.55053711,36.92653402,38.50089518,43.40606689,107.3765462,151.6174723,165.2322795,172.7808024,178.2125854,181.4494019,183.8463542,186.7480469,190.2646077,192.8500773,196.4105632,109,a31.tif,Authentic
50.28609212,74.36157227,90.84047445,107.9454753,125.2776082,138.9783122,143.927124,146.9415283,149.9406331,153.3904622,157.0354411,160.6147054,163.4944661,165.7296346,167.5232951,169.0089111,170.4018758,172.7521973,72.9175415,96.34214274,113.5430094,129.762085,144.1761678,156.7890422,160.7929891,163.5241699,166.5090739,169.950887,173.5516968,176.8267212,179.4034017,181.5334269,183.3880615,184.9138794,186.3889771,188.4709269,44.5154012,89.55163574,114.0319621,129.7920736,147.6880697,158.6003825,163.0680745,166.0745036,168.8718262,171.6496582,174.4531657,177.0779826,179.2603149,180.9568278,182.5365804,184.0649007,185.4864705,188.9245402,110,a32.tif,Authentic
15.48179118,29.49841309,36.90291341,45.98740641,50.9031779,54.63667806,58.99586995,65.49222819,73.16894531,82.38346354,89.85998535,96.46138509,105.5152791,120.84611,132.1776326,142.2802124,153.3150431,170.282959,30.00187174,40.96844482,47.29199219,59.69547526,71.62754313,76.32027181,79.92854818,83.21230062,86.70546468,90.5832723,94.40804036,98.18418376,103.5108032,119.3030802,133.9732869,145.1441243,163.5099894,187.8354696,23.46909587,38.94203695,44.98225911,48.73299154,52.85343424,57.99007161,65.17687988,73.86258952,81.64760335,86.45878092,90.64998372,94.27929688,98.31945801,104.3129476,116.0172729,141.4036255,157.4754639,187.1333008,111,a33.tif,Authentic
12.56453451,27.56787109,31.35253906,46.45389811,66.85329183,94.86383057,111.7064412,124.28007,133.6534017,138.0961304,140.9930013,145.7776489,150.8360189,154.3530477,157.6220093,161.2618612,167.4627686,180.6407674,28.45760091,35.61287435,40.26334635,54.94913737,72.09291585,99.60290527,115.1367188,127.3382161,135.2917684,139.5140177,142.9729411,146.3908691,149.6199341,152.2223104,154.5593872,160.0365804,179.7197062,198.0424805,23.5546875,32.65966797,37.16900635,50.39099121,62.08803304,69.35809326,74.71211751,79.51251221,84.61358643,90.17940267,99.23986816,116.5054118,134.3689575,147.2366333,151.9332072,156.6343587,175.7411702,193.7433879,112,a34.tif,Authentic
24.40122477,51.70070394,66.7074585,77.99808757,88.80944824,99.13596598,107.6399943,112.2791545,115.1844482,118.0135498,120.8373413,123.4339193,125.8531291,128.0992839,130.5840454,133.708903,140.2868245,165.4264933,37.2954305,62.92057292,78.92122396,89.10951742,97.81540934,103.3450114,107.0317383,110.1818237,113.0327555,115.3883464,117.4634196,119.344279,121.3609619,123.8746745,127.6039225,134.0384318,143.3448283,175.2618205,24.62544759,46.64060465,58.02496338,63.57653809,66.80991618,69.23120117,71.33217367,73.30444336,75.34855143,77.85437012,80.9202474,85.4072876,94.13521322,104.1699015,115.5052694,129.8873698,144.5231527,177.7160441,113,a35.tif,Authentic
0,0,0,1.16607666,5.386474609,14.58992513,29.82541911,40.74369303,47.71051025,53.88767497,63.03607178,69.30641683,74.70638021,81.18404134,100.7024333,138.6126912,166.6855062,194.6803182,0,0.206380208,2.649007161,8.452067057,15.9290568,24.88783773,40.32281494,51.8320109,60.54890951,68.1885376,74.60064697,80.4794515,87.56026204,94.71594238,116.0409749,151.9956868,178.7467855,207.297465,0,0.592854818,5.344868978,13.73195394,20.85939535,31.29573568,43.93640137,53.46702067,61.24334717,70.4251709,77.82725016,87.82556152,98.83115641,107.3823446,121.4627075,147.5463053,178.6530965,208.6126506,114,a36.tif,Authentic
0,0.037312826,3.164957682,11.46171061,25.57944743,36.55159505,44.9146932,52.14801025,59.1365153,67.41090902,80.85211182,96.82118734,117.0800985,135.5774333,152.239624,174.1544189,197.326416,215.5739746,1.49790446,7.755859375,16.99062093,25.15053304,38.37282308,48.83253988,57.77183024,65.4818929,73.15517171,83.34511312,97.60640462,111.9256592,129.6515096,151.3815511,168.2713013,187.9260864,212.6391398,230.6439209,5.239095052,15.80952962,23.8702596,33.20902507,47.60563151,58.90152995,66.8848877,76.14233398,87.56406657,99.26894124,114.694987,126.6138509,145.0605876,163.5301107,180.7764689,199.9214274,217.5795288,229.8665365,115,a37.tif,Authentic
0,0,0,0,0,0.842875163,4.617248535,9.223042806,14.14290365,19.44260661,25.96584066,35.24180094,49.00606283,60.43788656,71.77309163,96.00431315,128.8873698,168.7894897,0,0,1.038859049,3.169291178,9.148193359,16.48966471,21.15565999,24.52848307,28.44822184,34.44144694,41.2586263,50.73531087,65.39204915,78.0244751,93.40163167,122.6373291,152.2474976,187.2150472,0.431172689,3.660766602,8.518554688,16.60158285,22.78422038,27.16953532,31.50026449,38.48463949,50.06864421,62.63647461,72.65134684,79.4630127,85.94932048,99.19816081,119.300354,139.7726847,170.2447917,197.126241,116,a38.tif,Authentic
0,0,2.120747884,13.57981364,23.98248291,31.6759847,40.17840576,49.04406738,58.18621826,71.31988525,79.36720785,84.20050049,91.23671468,97.9151001,105.1086222,117.9665934,148.4354045,194.1797485,0.018941243,2.77549235,12.16971842,24.33573405,32.47629801,39.94435628,48.52193197,56.2327474,66.05175781,79.5084432,90.46311442,97.14237467,101.8134969,108.1416423,115.777181,125.5532023,155.7645671,208.934082,0.226033529,6.50592041,20.29811605,29.74407959,37.15437826,45.03955078,53.4229126,62.15181478,72.25785319,83.57436117,93.43839518,101.5106812,107.5854289,112.3758545,117.3140869,128.633606,169.5795695,219.0963135,117,a39.tif,Authentic
23.78904844,42.86134718,58.23962825,80.16038012,97.11081341,111.1445556,120.336501,127.4915226,134.8122828,140.9027505,145.6800352,149.5620212,153.0284674,156.4700465,160.0400636,163.8130364,168.0452966,185.5379076,19.50090007,35.27454264,50.27148658,70.85280697,87.6906267,100.9588479,110.066982,118.6073178,126.0604932,131.2956001,135.4440072,138.7804664,141.9914179,144.8240884,147.9926738,151.4962113,156.7885042,185.4625947,18.9155189,35.59572152,46.15292837,61.02687654,73.2071001,81.23816302,90.31004312,100.2562482,106.6190815,110.4192238,113.3303471,116.2001926,119.1133252,122.0693683,125.2724913,129.2096119,135.5045422,191.4046134,118,a4.tif,Authentic
